6.966521739131,92.0
6.580000000000259,49.0
10.13540229885161,87.0
10.060740740741712,81.0
7.872631578948,76.0
9.24680851063917,94.0
5.704186046512003,43.0
11.134571428572457,70.0
8.943000000000868,80.0
9.894505494506376,91.0
10.65581395348937,86.0
5.782916666666985,48.0
7.241071428571918,56.00000000000001
10.209512195122901,82.0
7.9297727272734395,88.0
5.31942857142876,35.0
10.193333333334307,99.0
7.513225806452144,62.0
6.637446808511063,47.0
10.368571428572443,91.0
8.463614457832138,83.0
9.41977272727354,88.0
10.141445783133458,83.0
8.78114942528818,87.0
9.209473684211336,76.0
8.267042253521726,71.0
11.952173913044659,69.0
11.72441558441668,77.0
9.220659340660212,91.0
9.870000000000893,88.0
8.182051282051983,78.0
8.195409836066144,61.0
8.662608695652992,92.0
9.657882352942051,85.0
9.100238095238998,84.0
9.323859649123419,56.99999999999999
9.424186046512505,86.0
